checkpoint,debug_step,agent,channel_idx,channel_label,n_samples,p50,p90,p95,p99,max,mean
agent_200000.pt,79000,drone_0,0,vx,5118976,0.04094645380973816,0.20163142681121826,0.28473028540611267,0.5135537385940552,2.0,0.07882244884967804
agent_200000.pt,79000,drone_0,1,vy,5118976,0.04736270755529404,0.28542786836624146,0.41918066143989563,0.7780677080154419,2.0,0.10645791888237
agent_200000.pt,79000,drone_0,2,vz,5118976,0.04436153173446655,0.18616336584091187,0.26588043570518494,0.5228863954544067,2.0,0.07849586755037308
agent_200000.pt,79000,drone_0,3,yaw_rate,5118976,0.03231415897607803,0.13978363573551178,0.19960899651050568,0.3757741451263428,1.5075434446334839,0.05815186724066734
agent_200000.pt,79000,drone_0,4,gimbal_yaw_rate,5118976,0.028514007106423378,0.12844401597976685,0.1858588308095932,0.37072044610977173,1.5912413597106934,0.05371585860848427
agent_200000.pt,79000,drone_0,5,gimbal_pitch_rate,5118976,0.033835627138614655,0.1466473937034607,0.19712089002132416,0.32248103618621826,1.049923062324524,0.0587252601981163
agent_200000.pt,79000,drone_0,6,zoom_rate,5118976,0.049336280673742294,0.22156012058258057,0.31782835721969604,0.6562386751174927,2.0,0.0926668718457222
agent_200000.pt,79000,drone_1,0,vx,5118976,0.03933544084429741,0.19996976852416992,0.28274834156036377,0.5124978423118591,2.0,0.07761413604021072
agent_200000.pt,79000,drone_1,1,vy,5118976,0.04438507556915283,0.2820146679878235,0.4164661765098572,0.7778970003128052,2.0,0.10437923669815063
agent_200000.pt,79000,drone_1,2,vz,5118976,0.04254791513085365,0.18254008889198303,0.26185283064842224,0.5199379324913025,2.0,0.07661902159452438
agent_200000.pt,79000,drone_1,3,yaw_rate,5118976,0.030980901792645454,0.1386655569076538,0.19902163743972778,0.37662962079048157,1.4943666458129883,0.05712192505598068
agent_200000.pt,79000,drone_1,4,gimbal_yaw_rate,5118976,0.027034932747483253,0.12580403685569763,0.18263806402683258,0.3687046766281128,1.5363800525665283,0.05223726108670235
agent_200000.pt,79000,drone_1,5,gimbal_pitch_rate,5118976,0.03213827311992645,0.14409257471561432,0.194977805018425,0.3220575451850891,1.0948646068572998,0.0571809858083725
agent_200000.pt,79000,drone_1,6,zoom_rate,5118976,0.04770439863204956,0.2205054610967636,0.31889715790748596,0.6724708676338196,2.0,0.09184737503528595
