checkpoint,debug_step,agent,channel_idx,channel_label,n_samples,p50,p90,p95,p99,max,mean
agent_200000.pt,119000,drone_0,0,vx,5118976,0.04160958528518677,0.20365819334983826,0.28775811195373535,0.5191645622253418,2.0,0.07973211258649826
agent_200000.pt,119000,drone_0,1,vy,5118976,0.04793350398540497,0.2856568396091461,0.41954106092453003,0.7806038856506348,2.0,0.10680787265300751
agent_200000.pt,119000,drone_0,2,vz,5118976,0.04465262591838837,0.18731988966464996,0.2678067684173584,0.5236209630966187,2.0,0.07886995375156403
agent_200000.pt,119000,drone_0,3,yaw_rate,5118976,0.032701507210731506,0.14038819074630737,0.20074591040611267,0.3776274025440216,1.4797308444976807,0.058546971529722214
agent_200000.pt,119000,drone_0,4,gimbal_yaw_rate,5118976,0.02976205199956894,0.12985137104988098,0.18742135167121887,0.369767963886261,1.5304677486419678,0.054704051464796066
agent_200000.pt,119000,drone_0,5,gimbal_pitch_rate,5118976,0.03339105844497681,0.14396686851978302,0.19453215599060059,0.3208959102630615,1.1533831357955933,0.05791359394788742
agent_200000.pt,119000,drone_0,6,zoom_rate,5118976,0.049675196409225464,0.22346098721027374,0.32101207971572876,0.6659826040267944,2.0,0.093463234603405
agent_200000.pt,119000,drone_1,0,vx,5118976,0.03999856114387512,0.20144717395305634,0.2854939103126526,0.5192165374755859,2.0,0.07842043042182922
agent_200000.pt,119000,drone_1,1,vy,5118976,0.046257250010967255,0.285642147064209,0.4211098551750183,0.7846968173980713,2.0,0.10609971731901169
agent_200000.pt,119000,drone_1,2,vz,5118976,0.04290866106748581,0.18439337611198425,0.2651960253715515,0.5254564881324768,2.0,0.07738655060529709
agent_200000.pt,119000,drone_1,3,yaw_rate,5118976,0.03131837770342827,0.13892203569412231,0.19972378015518188,0.37920963764190674,1.5332763195037842,0.05748222395777702
agent_200000.pt,119000,drone_1,4,gimbal_yaw_rate,5118976,0.028501931577920914,0.12646019458770752,0.18291886150836945,0.3683507442474365,1.4850664138793945,0.053214482963085175
agent_200000.pt,119000,drone_1,5,gimbal_pitch_rate,5118976,0.031835757195949554,0.14175096154212952,0.19276675581932068,0.3206077516078949,1.063793659210205,0.05653226003050804
agent_200000.pt,119000,drone_1,6,zoom_rate,5118976,0.04821120202541351,0.22142799198627472,0.3210334777832031,0.676863968372345,2.0,0.09243230521678925
